time,x_d,y_d,z_d,x,y,z,ex,ey,ez
0.010012925,0.09513680307598167,-0.33273344980449415,0.3356731857288817,0.09414691942321365,-0.33273652825501676,0.3356731857288817,0.0009898836527680172,3.078450522608911e-06,0.0
0.020096041,0.09614127190865762,-0.3327240311174818,0.3356731857288817,0.09414691942321365,-0.33273652825501676,0.3356731857288817,0.0019943524854439676,1.2497137534983604e-05,0.0
0.030062585,0.0971394016960849,-0.3327083871565859,0.3356731857288817,0.09414691942321365,-0.33273652825501676,0.3356731857288817,0.002992482272871244,2.8141098430856104e-05,0.0
0.040093516,0.09813971460634531,-0.3326864173910537,0.3356731857288817,0.09414691942321365,-0.33273652825501676,0.3356731857288817,0.003992795183131656,5.011086396305986e-05,0.0
0.050163321,0.09914189131946131,-0.3326580818825989,0.3356731857288817,0.09414691942321365,-0.33273652825501676,0.3356731857288817,0.00499497189624766,7.84463724178841e-05,0.0
0.060093806,0.10013487585610806,-0.3326237513170291,0.3356731857288817,0.09414691942321365,-0.33273652825501676,0.3356731857288817,0.0059879564328944035,0.00011277693798766864,0.0
0.069982716,0.10112775017674251,-0.3325831859584159,0.3356731857288817,0.09414691942321365,-0.33273652825501676,0.3356731857288817,0.006980830753528858,0.00015334229660085574,0.0
0.080082031,0.10213049250171614,-0.3325358696023614,0.3356731857288817,0.09414691942321365,-0.33273652825501676,0.3356731857288817,0.00798357307850249,0.0002006586526553389,0.0
0.090053186,0.10312387763359213,-0.33248268591522423,0.3356731857288817,0.09414691942321365,-0.33273652825501676,0.3356731857288817,0.008976958210378472,0.00025384233979253157,0.0
0.100009546,0.10411642451323129,-0.3324232546259323,0.3356731857288817,0.09414691942321365,-0.33273652825501676,0.3356731857288817,0.009969505090017636,0.000313273629084454,0.0
0.11014025,0.10511374352291765,-0.3323571784646852,0.3356731857288817,0.09414691942321365,-0.33273652825501676,0.3356731857288817,0.010966824099703995,0.00037934979033155125,0.0
0.120020503,0.10610286416638655,-0.3322853232427268,0.3356731857288817,0.09414691942321365,-0.33273652825501676,0.3356731857288817,0.011955944743172894,0.0004512050122899569,0.0
0.129963669,0.10709037735422801,-0.3322072753055009,0.3356731857288817,0.09414691942321365,-0.33273652825501676,0.3356731857288817,0.012943457931014354,0.0005292529495158349,0.0
0.139963554,0.10808079443760667,-0.3321226342152596,0.3356731857288817,0.09414691942321365,-0.33273652825501676,0.3356731857288817,0.013933875014393013,0.0006138940397571457,0.0
0.150049604,0.10907042721527502,-0.33203166048526256,0.3356731857288817,0.09414691942321365,-0.33273652825501676,0.3356731857288817,0.014923507792061363,0.0007048677697542027,0.0
0.1600315,0.11005697374155912,-0.33193456632831386,0.3356731857288817,0.09414691942321365,-0.33273652825501676,0.3356731857288817,0.015910054318345468,0.0008019619267028988,0.0
0.170005303,0.11103753289212041,-0.3318316861460527,0.3356731857288817,0.09414691942321365,-0.33273652825501676,0.3356731857288817,0.01689061346890676,0.0009048421089640768,0.0
0.180056795,0.11202290226396706,-0.3317218562318709,0.3356731857288817,0.09414691942321365,-0.33273652825501676,0.3356731857288817,0.01787598284075341,0.0010146720231458684,0.0
0.190020025,0.11300122695397034,-0.3316063749900109,0.3356731857288817,0.09414691942321365,-0.33273652825501676,0.3356731857288817,0.01885430753075669,0.0011301532650058732,0.0
0.199956312,0.11397555192154601,-0.33148494435629666,0.3356731857288817,0.0943283887127078,-0.33275673031785735,0.33576118214117545,0.01964716320883822,0.0012717859615606897,-8.799641229373378e-05
0.210010161,0.1149537704093475,-0.33135653107240265,0.3356731857288817,0.0943283887127078,-0.33275673031785735,0.33576118214117545,0.020625381696639702,0.001400199245454703,-8.799641229373378e-05
0.22005795,0.11593010577593515,-0.331221819691458,0.3356731857288817,0.0943283887127078,-0.33275673031785735,0.33576118214117545,0.02160171706322736,0.0015349106263993773,-8.799641229373378e-05
0.22997935,0.11689455418381606,-0.33108227257769995,0.3356731857288817,0.0943283887127078,-0.33275673031785735,0.33576118214117545,0.022566165471108263,0.001674457740157398,-8.799641229373378e-05
0.240065091,0.11786875337454161,-0.33093472084762166,0.3356731857288817,0.0943283887127078,-0.33275673031785735,0.33576118214117545,0.023540364661833818,0.001822009470235697,-8.799641229373378e-05
0.250013604,0.11883055657372991,-0.33078248365325136,0.3356731857288817,0.0943283887127078,-0.33275673031785735,0.33576118214117545,0.02450216786102212,0.001974246664605994,-8.799641229373378e-05
0.260009147,0.11979338815248905,-0.33062348707148054,0.3356731857288817,0.0943283887127078,-0.33275673031785735,0.33576118214117545,0.025464999439781255,0.0021332432463768147,-8.799641229373378e-05
0.270217106,0.12075758576154794,-0.33045758183578194,0.3356731857288817,0.0943283887127078,-0.33275673031785735,0.33576118214117545,0.026429197048840142,0.0022991484820754082,-8.799641229373378e-05
0.280041081,0.12170756835634589,-0.3302875109715111,0.3356731857288817,0.0943283887127078,-0.33275673031785735,0.33576118214117545,0.02737917964363809,0.002469219346346252,-8.799641229373378e-05
0.29000432,0.12265605876719554,-0.3301110865442352,0.3356731857288817,0.0943283887127078,-0.33275673031785735,0.33576118214117545,0.028327670054487747,0.0026456437736221416,-8.799641229373378e-05
0.300035758,0.12360484499328438,-0.32992791122062226,0.3356731857288817,0.09620033008129546,-0.33272280616340855,0.3357887139940766,0.02740451491198892,0.0027948949427862857,-0.00011552826519489745
0.310106866,0.12455496608735589,-0.329737685497337,0.3356731857288817,0.09620033008129546,-0.33272280616340855,0.3357887139940766,0.028354636006060432,0.002985120666071539,-0.00011552826519489745
